Gene symbol,Count All BIOGRID Interactions,Gene name,Relation to ALS,Count Left Interactions,Count Right Interactions
CSTF3,2.0,,,0.0,2.0
TAF4,2.0,,,0.0,2.0
FTH1,2.0,,,1.0,1.0
FLAD1,2.0,,,0.0,2.0
TRIM9,2.0,,,1.0,1.0
TBC1D10B,2.0,,,0.0,2.0
CTDSP2,2.0,,,1.0,1.0
FRYL,2.0,,,0.0,2.0
CTDSP1,2.0,,,2.0,0.0
TAF9B,2.0,,,0.0,2.0
TAGLN2,2.0,,,0.0,2.0
FLNC,2.0,,,0.0,2.0
TANGO2,2.0,,,0.0,2.0
TAT,2.0,,,1.0,1.0
FNDC3B,2.0,,,0.0,2.0
CTAG2,2.0,,,1.0,1.0
FNDC4,2.0,,,2.0,0.0
TARS,2.0,,,1.0,1.0
TBC1D25,2.0,,,1.0,1.0
TBC1D5,2.0,,,0.0,2.0
GANAB,2.0,,,1.0,1.0
CSNK1G3,2.0,casein kinase 1 gamma 3,Moderate evidence,1.0,1.0
TRPC1,2.0,,,1.0,1.0
CTSO,2.0,,,2.0,0.0
SYNRG,2.0,,,0.0,2.0
FGL1,2.0,,,2.0,0.0
CTSF,2.0,,,0.0,2.0
GAL,2.0,,,2.0,0.0
TBCEL,2.0,,,0.0,2.0
CSE1L,2.0,,,0.0,2.0
GADD45A,2.0,,,1.0,1.0
FIP1L1,2.0,,,0.0,2.0
GABRD,2.0,,,2.0,0.0
GABRB3,2.0,,,0.0,2.0
GABRB2,2.0,,,0.0,2.0
CSF2,2.0,,,2.0,0.0
CSF2RB,2.0,,,1.0,1.0
CSMD1,2.0,,,0.0,2.0
TACC1,2.0,,,0.0,2.0
TROVE2,2.0,,,0.0,2.0
CSN3,2.0,,,1.0,1.0
TBCA,2.0,,,0.0,2.0
GAB1,2.0,,,1.0,1.0
TBC1D9B,2.0,,,0.0,2.0
CSNK1G2,2.0,,,1.0,1.0
GM2A,2.0,,,1.0,1.0
CPT1A,2.0,,,1.0,1.0
TCL1A,2.0,,,1.0,1.0
GTF3C5,2.0,,,0.0,2.0
GTF3C1,2.0,,,0.0,2.0
CYP2C8,2.0,,,1.0,1.0
CYP2C18,2.0,,,0.0,2.0
GTF2H3,2.0,,,2.0,0.0
GTF2H1,2.0,,,1.0,1.0
GTF2F2,2.0,,,0.0,2.0
GTF2F1,2.0,,,0.0,2.0
GTF2B,2.0,,,2.0,0.0
GSTZ1,2.0,,,0.0,2.0
CYP1A1,2.0,,,2.0,0.0
GSTO1,2.0,,,0.0,2.0
GSPT1,2.0,,,0.0,2.0
TTC23,2.0,,,2.0,0.0
CORO7,2.0,,,0.0,2.0
STK26,2.0,,,0.0,2.0
STK3,2.0,,,0.0,2.0
FAM73B,2.0,,,0.0,2.0
GSDMA,2.0,,,0.0,2.0
TTC19,2.0,,,0.0,2.0
COX14,2.0,,,2.0,0.0
COX17,2.0,,,0.0,2.0
TENC1,2.0,,,0.0,2.0
GRM2,2.0,,,1.0,1.0
GTF3C3,2.0,,,0.0,2.0
COPZ1,2.0,,,0.0,2.0
COX2,2.0,,,1.0,1.0
TESPA1,2.0,,,2.0,0.0
STAM,2.0,,,1.0,1.0
HARS2,2.0,,,1.0,1.0
FAM192A,2.0,,,0.0,2.0
COMT,2.0,,,1.0,1.0
HAL,2.0,,,0.0,2.0
STAP1,2.0,,,0.0,2.0
TTC5,2.0,,,2.0,0.0
COPB2,2.0,,,0.0,2.0
TTC4,2.0,,,0.0,2.0
COPRS,2.0,,,0.0,2.0
TEX264,2.0,,,1.0,1.0
PURA,2.0,,,0.0,2.0
FAM196A,2.0,,,1.0,1.0
H1F0,2.0,,,0.0,2.0
COPS4,2.0,,,1.0,1.0
FAM19A4,2.0,,,2.0,0.0
FAM208A,2.0,,,0.0,2.0
GYPB,2.0,,,2.0,0.0
STAT5B,2.0,,,0.0,2.0
GUCA2B,2.0,,,2.0,0.0
GUCA2A,2.0,,,0.0,2.0
GTSE1,2.0,,,0.0,2.0
FAM219B,2.0,,,2.0,0.0
GRM1,2.0,,,2.0,0.0
FAM83G,2.0,,,0.0,2.0
TCL1B,2.0,,,2.0,0.0
GOSR1,2.0,,,1.0,1.0
FAR1,2.0,,,0.0,2.0
CYB5B,2.0,,,0.0,2.0
GORASP1,2.0,,,0.0,2.0
SUB1,2.0,,,0.0,2.0
TSPAN4,2.0,,,0.0,2.0
FARS2,2.0,,,0.0,2.0
FARSA,2.0,,,0.0,2.0
GOLGB1,2.0,,,0.0,2.0
SUCLG2,2.0,,,0.0,2.0
CYB5A,2.0,,,2.0,0.0
GOLGA3,2.0,,,0.0,2.0
TSPAN17,2.0,,,2.0,0.0
FASTK,2.0,,,0.0,2.0
FASTKD2,2.0,,,0.0,2.0
GNPDA1,2.0,,,0.0,2.0
GNPAT,2.0,,,0.0,2.0
GNB4,2.0,,,0.0,2.0
CPOX,2.0,,,0.0,2.0
TSHR,2.0,,,2.0,0.0
GNAZ,2.0,,,2.0,0.0
TCP11L2,2.0,,,0.0,2.0
GNA13,2.0,,,1.0,1.0
FBXL12,2.0,,,0.0,2.0
CYB5R1,2.0,,,0.0,2.0
STYX,2.0,,,0.0,2.0
GRIP1,2.0,,,1.0,1.0
STXBP2,2.0,,,0.0,2.0
STK4,2.0,,,0.0,2.0
STMN3,2.0,,,0.0,2.0
COX20,2.0,,,0.0,2.0
COX5A,2.0,,,0.0,2.0
GRB7,2.0,,,0.0,2.0
GRB10,2.0,,,1.0,1.0
STRN4,2.0,,,0.0,2.0
GPRASP2,2.0,,,1.0,1.0
CYFIP1,2.0,,,0.0,2.0
COX7C,2.0,,,1.0,1.0
FAN1,2.0,,,1.0,1.0
GPR25,2.0,,,1.0,1.0
GPR162,2.0,,,0.0,2.0
CPA5,2.0,,,2.0,0.0
STX19,2.0,,,2.0,0.0
STX1B,2.0,,,2.0,0.0
GPHN,2.0,,,1.0,1.0
CYB5R3,2.0,,,1.0,1.0
STX3,2.0,,,2.0,0.0
GPC1,2.0,,,1.0,1.0
FANCI,2.0,,,0.0,2.0
STX6,2.0,,,2.0,0.0
STX7,2.0,,,0.0,2.0
ENKD1,2.0,,,0.0,2.0
CHMP1B,2.0,,,0.0,2.0
ULK3,2.0,,,0.0,2.0
DLGAP5,2.0,,,0.0,2.0
EEF1A2,2.0,,,0.0,2.0
DSTYK,2.0,,,0.0,2.0
KTN1,2.0,,,0.0,2.0
L1TD1,2.0,,,0.0,2.0
DGCR8,2.0,,,1.0,1.0
KIAA1279,2.0,,,0.0,2.0
EFEMP1,2.0,EGF containing fibulin extracellular matrix protein 1,Tenuous,2.0,0.0
DGCR6,2.0,,,2.0,0.0
KIAA1143,2.0,,,0.0,2.0
L3MBTL1,2.0,,,2.0,0.0
L3MBTL2,2.0,,,2.0,0.0
EFHD1,2.0,,,0.0,2.0
SMG7,2.0,,,0.0,2.0
TMEM259,2.0,,,2.0,0.0
KIAA0907,2.0,,,0.0,2.0
KIAA0430,2.0,,,2.0,0.0
SMG8,2.0,,,0.0,2.0
KRTAP9-3,2.0,,,0.0,2.0
EDNRB,2.0,,,0.0,2.0
DGCR14,2.0,,,0.0,2.0
KIAA1683,2.0,,,1.0,1.0
CDC20,2.0,,,1.0,1.0
KIF22,2.0,,,1.0,1.0
TMEM51,2.0,,,2.0,0.0
CDC25A,2.0,,,2.0,0.0
UGT8,2.0,,,0.0,2.0
KIF1A,2.0,,,1.0,1.0
CDC27,2.0,,,0.0,2.0
DUSP1,2.0,,,2.0,0.0
TMX2,2.0,,,0.0,2.0
SLC30A9,2.0,,,0.0,2.0
SMC4,2.0,,,0.0,2.0
TMX4,2.0,,,0.0,2.0
CCL7,2.0,,,2.0,0.0
CDC42BPG,2.0,,,0.0,2.0
SMC5,2.0,,,0.0,2.0
KRTAP6-3,2.0,,,0.0,2.0
EDF1,2.0,,,0.0,2.0
KIAA0355,2.0,,,2.0,0.0
LACTB2,2.0,,,1.0,1.0
KRTAP26-1,2.0,,,0.0,2.0
SMIM2,2.0,,,1.0,1.0
LATS1,2.0,,,2.0,0.0
CDCA8,2.0,,,1.0,1.0
CCDC7,2.0,,,0.0,2.0
SLC25A35,2.0,,,0.0,2.0
DMKN,2.0,,,1.0,1.0
EIF2S1,2.0,,,0.0,2.0
TNFRSF10A,2.0,,,1.0,1.0
SMNDC1,2.0,,,1.0,1.0
SMO,2.0,,,1.0,1.0
KDM3B,2.0,,,0.0,2.0
EIF2S2,2.0,,,0.0,2.0
SLC25A13,2.0,,,0.0,2.0
KDM2A,2.0,,,0.0,2.0
UCHL5,2.0,,,2.0,0.0
SMR3B,2.0,,,2.0,0.0
SMTN,2.0,,,0.0,2.0
CDH2,2.0,,,1.0,1.0
UROD,2.0,,,0.0,2.0
CCDC88C,2.0,,,2.0,0.0
LAIR2,2.0,,,1.0,1.0
URGCP,2.0,,,0.0,2.0
SLC29A2,2.0,,,2.0,0.0
KIAA0100,2.0,,,0.0,2.0
UGDH,2.0,,,0.0,2.0
EGF,2.0,,,0.0,2.0
TMEM25,2.0,,,2.0,0.0
SLC26A2,2.0,,,0.0,2.0
LAMB2,2.0,,,0.0,2.0
CCL3,2.0,,,0.0,2.0
UQCRFS1,2.0,,,1.0,1.0
KHDRBS3,2.0,,,1.0,1.0
LARP1B,2.0,,,1.0,1.0
CCDC92,2.0,,,2.0,0.0
EIF2A,2.0,,,0.0,2.0
TMEM219,2.0,,,0.0,2.0
TPM4,2.0,,,0.0,2.0
SMIM19,2.0,,,1.0,1.0
DSC1,2.0,,,0.0,2.0
TPCN2,2.0,,,1.0,1.0
TMUB2,2.0,,,1.0,1.0
EIF3G,2.0,,,0.0,2.0
SLIT2,2.0,,,1.0,1.0
KPTN,2.0,,,2.0,0.0
KRTAP10-1,2.0,,,0.0,2.0
TOR3A,2.0,,,2.0,0.0
CD274,2.0,,,2.0,0.0
CCNK,2.0,,,0.0,2.0
TP53RK,2.0,,,2.0,0.0
DYNLT3,2.0,,,0.0,2.0
DUSP4,2.0,,,2.0,0.0
CD2BP2,2.0,,,1.0,1.0
SLC39A4,2.0,,,2.0,0.0
CCNJL,2.0,,,2.0,0.0
CD33,2.0,,,2.0,0.0
CD47,2.0,,,1.0,1.0
DYSF,2.0,,,2.0,0.0
KLK5,2.0,,,2.0,0.0
KLK3,2.0,,,1.0,1.0
SLC39A11,2.0,solute carrier family 39 member 11,Tenuous,1.0,1.0
TP53BP2,2.0,,,1.0,1.0
KRT10,2.0,,,0.0,2.0
KRTAP12-1,2.0,,,1.0,1.0
SLC9A3R2,2.0,,,1.0,1.0
KRT6B,2.0,,,0.0,2.0
KRT8,2.0,,,1.0,1.0
KRT6A,2.0,,,0.0,2.0
DUX4L9,2.0,,,2.0,0.0
DIP2B,2.0,,,0.0,2.0
SLC4A2,2.0,,,0.0,2.0
SLC6A4,2.0,,,0.0,2.0
DKC1,2.0,,,0.0,2.0
SLC7A2,2.0,,,0.0,2.0
SLC43A3,2.0,,,0.0,2.0
KRTAP1-1,2.0,,,0.0,2.0
KRT2,2.0,,,0.0,2.0
DUSP7,2.0,,,2.0,0.0
KRT18,2.0,,,0.0,2.0
DIO2,2.0,,,1.0,1.0
SLC41A2,2.0,,,0.0,2.0
KRT14,2.0,,,0.0,2.0
DHX29,2.0,,,0.0,2.0
KLK11,2.0,,,2.0,0.0
KIF2A,2.0,,,0.0,2.0
SLC37A3,2.0,,,2.0,0.0
EAF1,2.0,,,0.0,2.0
EBAG9,2.0,,,0.0,2.0
DLG1,2.0,,,0.0,2.0
CD96,2.0,,,2.0,0.0
DUSP12,2.0,,,2.0,0.0
EBNA1BP2,2.0,,,0.0,2.0
DLG2,2.0,,,1.0,1.0
KIFAP3,2.0,kinesin associated protein 3,Tenuous,0.0,2.0
KIF5B,2.0,,,1.0,1.0
SLC35C2,2.0,,,2.0,0.0
EBP,2.0,,,0.0,2.0
KIF4A,2.0,,,0.0,2.0
KRTAP19-3,2.0,,,0.0,2.0
ECH1,2.0,,,0.0,2.0
KRTAP19-5,2.0,,,1.0,1.0
CDC16,2.0,,,1.0,1.0
KRTAP19-6,2.0,,,1.0,1.0
DUSP16,2.0,,,1.0,1.0
DUSP2,2.0,,,2.0,0.0
KLHL8,2.0,,,0.0,2.0
E2F4,2.0,,,1.0,1.0
KRTAP12-3,2.0,,,0.0,2.0
KLHL5,2.0,,,0.0,2.0
UNC45A,2.0,,,0.0,2.0
TMSB10,2.0,,,1.0,1.0
TMSB4X,2.0,,,0.0,2.0
KLHL40,2.0,,,1.0,1.0
KLHL36,2.0,,,0.0,2.0
UMPS,2.0,,,1.0,1.0
KLHL3,2.0,,,1.0,1.0
TP73,2.0,,,0.0,2.0
CD68,2.0,,,2.0,0.0
KLHL2,2.0,,,0.0,2.0
CD79B,2.0,,,2.0,0.0
DUSP21,2.0,,,0.0,2.0
KRTAP13-1,2.0,,,0.0,2.0
E2F2,2.0,,,1.0,1.0
SMARCAD1,2.0,,,2.0,0.0
DEPDC1B,2.0,,,2.0,0.0
LARP4B,2.0,,,1.0,1.0
SLC25A12,2.0,,,0.0,2.0
DNAJA3,2.0,,,1.0,1.0
TMEM106B,2.0,,,2.0,0.0
CEP131,2.0,,,0.0,2.0
IRF7,2.0,,,1.0,1.0
LINC00470,2.0,,,1.0,1.0
IRF8,2.0,,,1.0,1.0
CDSN,2.0,,,0.0,2.0
LEO1,2.0,,,0.0,2.0
SNX2,2.0,,,0.0,2.0
CEACAM21,2.0,,,2.0,0.0
IZUMO1,2.0,,,1.0,1.0
CCDC167,2.0,,,0.0,2.0
DOCK8,2.0,,,1.0,1.0
LGALS7,2.0,,,1.0,1.0
DNAI2,2.0,,,1.0,1.0
LENG8,2.0,,,0.0,2.0
DNAJB2,2.0,,,1.0,1.0
TNKS1BP1,2.0,,,0.0,2.0
DEFA6,2.0,,,2.0,0.0
KANK2,2.0,,,0.0,2.0
TNIP3,2.0,,,1.0,1.0
ELP5,2.0,,,0.0,2.0
LDHAL6A,2.0,,,0.0,2.0
KALRN,2.0,,,1.0,1.0
JUND,2.0,,,0.0,2.0
CEP152,2.0,,,2.0,0.0
JMY,2.0,,,0.0,2.0
CCDC47,2.0,,,0.0,2.0
EIF6,2.0,,,2.0,0.0
CDK8,2.0,,,1.0,1.0
JTB,2.0,,,1.0,1.0
SLC1A1,2.0,,,1.0,1.0
JPH4,2.0,,,2.0,0.0
DNAI1,2.0,,,1.0,1.0
SLC17A2,2.0,,,2.0,0.0
IQUB,2.0,,,2.0,0.0
DDX54,2.0,,,0.0,2.0
DOCK5,2.0,,,1.0,1.0
CCDC183,2.0,,,2.0,0.0
ITGA6,2.0,,,0.0,2.0
ITGA5,2.0,,,1.0,1.0
SLC15A1,2.0,,,2.0,0.0
UBOX5,2.0,,,0.0,2.0
UBFD1,2.0,,,0.0,2.0
ITGB1,2.0,,,1.0,1.0
TMEM126B,2.0,,,0.0,2.0
EMC3,2.0,,,1.0,1.0
DOC2A,2.0,,,2.0,0.0
LIMS1,2.0,,,1.0,1.0
ELP4,2.0,,,0.0,2.0
TRA,2.0,,,2.0,0.0
UBE4A,2.0,,,0.0,2.0
ITGB3,2.0,,,2.0,0.0
UBR4,2.0,,,0.0,2.0
IRS4,2.0,,,0.0,2.0
ITPRIPL1,2.0,,,0.0,2.0
ITPR1,2.0,,,2.0,0.0
TRAC,2.0,,,2.0,0.0
ELF3,2.0,,,1.0,1.0
ITM2B,2.0,,,2.0,0.0
LGR4,2.0,,,2.0,0.0
ITK,2.0,,,0.0,2.0
USP13,2.0,,,2.0,0.0
EMC7,2.0,,,1.0,1.0
LIMS3,2.0,,,0.0,2.0
SLC16A3,2.0,,,1.0,1.0
DOCK7,2.0,,,0.0,2.0
DNTTIP2,2.0,,,0.0,2.0
ELK1,2.0,,,2.0,0.0
DEFB115,2.0,,,0.0,2.0
TMED9,2.0,,,0.0,2.0
EIF5A2,2.0,,,0.0,2.0
TNFRSF1B,2.0,,,2.0,0.0
CCDC136,2.0,,,0.0,2.0
IP6K3,2.0,,,2.0,0.0
SOAT1,2.0,,,1.0,1.0
CDK4,2.0,,,0.0,2.0
CDK2AP1,2.0,,,0.0,2.0
SNCAIP,2.0,,,0.0,2.0
KATNB1,2.0,,,0.0,2.0
DMPK,2.0,,,0.0,2.0
DPF3,2.0,,,2.0,0.0
LLGL1,2.0,,,0.0,2.0
KCND2,2.0,,,2.0,0.0
INTU,2.0,,,1.0,1.0
SOCS1,2.0,,,1.0,1.0
ENC1,2.0,,,1.0,1.0
SNX5,2.0,,,0.0,2.0
DPPA4,2.0,,,2.0,0.0
USMG5,2.0,,,0.0,2.0
USP22,2.0,,,2.0,0.0
TNRC6C,2.0,,,2.0,0.0
EIF4A1,2.0,,,1.0,1.0
LMAN1,2.0,,,2.0,0.0
KCNIP3,2.0,,,2.0,0.0
CEP350,2.0,,,0.0,2.0
CDK12,2.0,,,1.0,1.0
SMYD1,2.0,,,2.0,0.0
EIF3L,2.0,,,1.0,1.0
KCTD10,2.0,,,2.0,0.0
KCTD12,2.0,,,0.0,2.0
IPO4,2.0,,,1.0,1.0
CEP250,2.0,,,1.0,1.0
SLC13A1,2.0,,,2.0,0.0
TMEM189-UBE2V1,2.0,,,0.0,2.0
TOM1L1,2.0,,,0.0,2.0
TMED10,2.0,,,0.0,2.0
EIF4G3,2.0,,,0.0,2.0
TNRC6A,2.0,,,1.0,1.0
CCDC51,2.0,,,2.0,0.0
IQGAP3,2.0,,,1.0,1.0
TNS4,2.0,,,0.0,2.0
SNX25,2.0,,,0.0,2.0
SLC1A5,2.0,,,0.0,2.0
IQSEC1,2.0,,,0.0,2.0
EIF4G2,2.0,,,0.0,2.0
CDK5RAP2,2.0,,,0.0,2.0
CDK5RAP1,2.0,,,1.0,1.0
LINGO1,2.0,,,1.0,1.0
DNASE2,2.0,,,0.0,2.0
TMEM184A,2.0,,,1.0,1.0
TDRD7,1.0,,,0.0,1.0
ZNF841,1.0,,,0.0,1.0
RGN,1.0,,,0.0,1.0
RFC2,1.0,,,0.0,1.0
TNPO3,1.0,,,0.0,1.0
ZNF804A,1.0,,,0.0,1.0
RNF13,1.0,,,1.0,0.0
ZNRD1-AS1,1.0,,,0.0,1.0
REXO4,1.0,,,0.0,1.0
RFX3,1.0,,,0.0,1.0
TAS2R19,1.0,,,0.0,1.0
TRIO,1.0,,,0.0,1.0
TDGF1,1.0,,,1.0,0.0
RFXANK,1.0,,,1.0,0.0
TRIOBP,1.0,,,0.0,1.0
ZNHIT3,1.0,,,0.0,1.0
ZFYVE19,1.0,,,0.0,1.0
TRIM35,1.0,,,1.0,0.0
RNF139,1.0,,,0.0,1.0
TAZ,1.0,,,1.0,0.0
ZFYVE1,1.0,,,0.0,1.0
RFT1,1.0,,,0.0,1.0
TNKS,1.0,,,0.0,1.0
TDP1,1.0,,,1.0,0.0
TMPRSS3,1.0,,,0.0,1.0
TNPO1,1.0,,,1.0,0.0
ZMYM1,1.0,,,0.0,1.0
R3HDM4,1.0,,,0.0,1.0
ZPR1,1.0,,,0.0,1.0
RNF114,1.0,,,0.0,1.0
RNF113A,1.0,,,0.0,1.0
ZNRD1,1.0,,,0.0,1.0
TMPRSS13,1.0,,,0.0,1.0
QPCTL,1.0,,,0.0,1.0
TRIM36,1.0,,,0.0,1.0
TOMM20L,1.0,,,0.0,1.0
TNFRSF8,1.0,,,0.0,1.0
TCEB2,1.0,,,1.0,0.0
ZKSCAN8,1.0,,,0.0,1.0
RIMKLB,1.0,,,0.0,1.0
TNFSF9,1.0,,,0.0,1.0
ZW10,1.0,,,0.0,1.0
RILPL1,1.0,,,0.0,1.0
TONSL,1.0,,,0.0,1.0
TBL1Y,1.0,,,1.0,0.0
TRIM73,1.0,,,0.0,1.0
TOP2A,1.0,,,0.0,1.0
TOPORS,1.0,,,1.0,0.0
PWP1,1.0,,,0.0,1.0
TRIM6,1.0,,,0.0,1.0
RNASEH1,1.0,,,0.0,1.0
RNASEH2B,1.0,,,1.0,0.0
ZSWIM7,1.0,,,0.0,1.0
TCERG1,1.0,,,1.0,0.0
TCEANC2,1.0,,,0.0,1.0
RIN2,1.0,,,0.0,1.0
ZKSCAN1,1.0,,,1.0,0.0
RETN,1.0,,,1.0,0.0
PYCR1,1.0,,,0.0,1.0
ZGPAT,1.0,,,0.0,1.0
TNFRSF12A,1.0,,,0.0,1.0
TNFRSF10B,1.0,,,1.0,0.0
RMND5A,1.0,,,1.0,0.0
ZHX2,1.0,,,0.0,1.0
PYHIN1,1.0,,,1.0,0.0
RMND5B,1.0,,,0.0,1.0
TNFRSF18,1.0,,,1.0,0.0
TBX15,1.0,,,0.0,1.0
RLIM,1.0,,,0.0,1.0
PXN,1.0,,,1.0,0.0
TBPL1,1.0,,,0.0,1.0
TBP,1.0,,,0.0,1.0
TNFRSF21,1.0,,,1.0,0.0
TBL2,1.0,,,0.0,1.0
RIOK2,1.0,,,1.0,0.0
TBCE,1.0,,,0.0,1.0
QDPR,1.0,,,0.0,1.0
TBCD,1.0,,,0.0,1.0
RHOT1,1.0,,,0.0,1.0
ZSCAN1,1.0,,,0.0,1.0
RND3,1.0,,,1.0,0.0
TBX3,1.0,,,1.0,0.0
QRICH1,1.0,,,0.0,1.0
TCP10L,1.0,,,0.0,1.0
QSOX1,1.0,,,0.0,1.0
TCTA,1.0,,,0.0,1.0
TCTN1,1.0,,,1.0,0.0
RNF103,1.0,,,1.0,0.0
TRIM38,1.0,,,0.0,1.0
TRIM37,1.0,,,0.0,1.0
TCTN2,1.0,,,1.0,0.0
TRIM66,1.0,,,1.0,0.0
R3HCC1,1.0,,,0.0,1.0
RHBDF2,1.0,,,1.0,0.0
TMSB4Y,1.0,,,0.0,1.0
RHBDD3,1.0,,,0.0,1.0
RHOQ,1.0,,,0.0,1.0
TCIRG1,1.0,,,0.0,1.0
TRIM56,1.0,,,0.0,1.0
TRIM46,1.0,,,0.0,1.0
RNASEK,1.0,,,0.0,1.0
PVRL3,1.0,,,0.0,1.0
ZWILCH,1.0,,,0.0,1.0
ZSCAN32,1.0,,,0.0,1.0
RICTOR,1.0,,,1.0,0.0
PVRL2,1.0,,,0.0,1.0
TOR1A,1.0,,,1.0,0.0
TOR1AIP1,1.0,,,0.0,1.0
RND1,1.0,,,1.0,0.0
TRIM50,1.0,,,1.0,0.0
RIBC1,1.0,,,1.0,0.0
TBCB,1.0,,,1.0,0.0
TCF21,1.0,,,0.0,1.0
TNC,1.0,,,0.0,1.0
TCF7,1.0,,,1.0,0.0
RHOU,1.0,,,1.0,0.0
RND2,1.0,,,1.0,0.0
REXO2,1.0,,,0.0,1.0
RALGAPA1,1.0,,,0.0,1.0
RET,1.0,,,1.0,0.0
ZNF324,1.0,,,0.0,1.0
RABGGTA,1.0,,,0.0,1.0
RBL1,1.0,,,0.0,1.0
ZNF573,1.0,,,0.0,1.0
RBFOX3,1.0,,,0.0,1.0
TPRX1,1.0,,,0.0,1.0
ZNF572,1.0,,,0.0,1.0
ZNF324B,1.0,,,1.0,0.0
TIAM2,1.0,,,0.0,1.0
TMEM194A,1.0,,,0.0,1.0
TICAM2,1.0,,,0.0,1.0
RAC2,1.0,,,1.0,0.0
TIGD6,1.0,,,1.0,0.0
TIGIT,1.0,,,1.0,0.0
TMEM186,1.0,,,0.0,1.0
RBFA,1.0,,,1.0,0.0
RBCK1,1.0,,,1.0,0.0
ZNF329,1.0,,,0.0,1.0
RACGAP1,1.0,,,0.0,1.0
TIMM10,1.0,,,0.0,1.0
ZNF568,1.0,,,0.0,1.0
ZNF558,1.0,,,0.0,1.0
ZNF532,1.0,,,0.0,1.0
TIMM21,1.0,,,1.0,0.0
TIMM23,1.0,,,0.0,1.0
TRAIP,1.0,,,1.0,0.0
RBL2,1.0,,,1.0,0.0
RABGAP1L,1.0,,,0.0,1.0
ZNF343,1.0,,,0.0,1.0
THUMPD3-AS1,1.0,,,0.0,1.0
TMEM229B,1.0,,,0.0,1.0
THBS1,1.0,,,0.0,1.0
ZNF316,1.0,,,0.0,1.0
RBM24,1.0,,,1.0,0.0
ZNF622,1.0,,,0.0,1.0
THEM4,1.0,,,1.0,0.0
TMEM201,1.0,,,0.0,1.0
TMEM200C,1.0,,,0.0,1.0
RBM22,1.0,,,0.0,1.0
RAB8B,1.0,,,0.0,1.0
ZNF593,1.0,,,0.0,1.0
TMEM199,1.0,,,0.0,1.0
TRAPPC5,1.0,,,0.0,1.0
RBM20,1.0,,,0.0,1.0
RABAC1,1.0,,,1.0,0.0
ZNF581,1.0,,,0.0,1.0
THOC6,1.0,,,0.0,1.0
ZNF579,1.0,,,0.0,1.0
THOP1,1.0,,,0.0,1.0
RBM15B,1.0,,,0.0,1.0
THRA,1.0,,,0.0,1.0
TRAPPC12,1.0,,,0.0,1.0
THUMPD1,1.0,,,0.0,1.0
THUMPD3,1.0,,,0.0,1.0
TRAPPC10,1.0,,,0.0,1.0
ZNF517,1.0,,,1.0,0.0
RASSF7,1.0,,,0.0,1.0
TDRD9,1.0,,,0.0,1.0
RAP2A,1.0,,,0.0,1.0
TKTL2,1.0,,,0.0,1.0
TMEM109,1.0,,,0.0,1.0
ZNF365,1.0,,,0.0,1.0
TMEM108,1.0,,,1.0,0.0
RAP1GAP,1.0,,,0.0,1.0
ZNF383,1.0,,,0.0,1.0
TMEM101,1.0,,,1.0,0.0
TMEFF1,1.0,,,1.0,0.0
TLE4,1.0,,,0.0,1.0
TRAF3IP3,1.0,,,0.0,1.0
TLK2,1.0,,,0.0,1.0
TMED7,1.0,,,0.0,1.0
TLN1,1.0,,,0.0,1.0
RAET1E,1.0,,,0.0,1.0
TLR9,1.0,,,1.0,0.0
TM2D2,1.0,,,0.0,1.0
TM6SF2,1.0,,,0.0,1.0
ZNF431,1.0,,,0.0,1.0
TM7SF2,1.0,,,0.0,1.0
RAI1,1.0,,,0.0,1.0
RALYL,1.0,,,0.0,1.0
TMCO3,1.0,,,1.0,0.0
TMA7,1.0,,,0.0,1.0
TMCO1,1.0,,,0.0,1.0
RALBP1,1.0,,,0.0,1.0
RAD9B,1.0,,,0.0,1.0
ZNF443,1.0,,,0.0,1.0
ZNF512B,1.0,zinc finger protein 512B,Tenuous,1.0,0.0
RAPGEF1,1.0,,,0.0,1.0
TIMM8A,1.0,,,0.0,1.0
RASSF3,1.0,,,1.0,0.0
RASSF1,1.0,,,0.0,1.0
RASL11B,1.0,,,0.0,1.0
TPX2,1.0,,,0.0,1.0
TMEM161A,1.0,,,0.0,1.0
ZNF506,1.0,,,0.0,1.0
ZNF346,1.0,,,0.0,1.0
RASGRP1,1.0,,,0.0,1.0
TIMMDC1,1.0,,,0.0,1.0
TJAP1,1.0,,,0.0,1.0
RARG,1.0,,,0.0,1.0
TMEM14A,1.0,,,0.0,1.0
ZNF350,1.0,,,0.0,1.0
TMEM147,1.0,,,0.0,1.0
TMEM134,1.0,,,0.0,1.0
ZNF48,1.0,,,0.0,1.0
ZNF460,1.0,,,0.0,1.0
TMEM129,1.0,,,1.0,0.0
TMEM126A,1.0,,,0.0,1.0
ZNF358,1.0,,,0.0,1.0
RAPGEF4,1.0,,,0.0,1.0
RAD52,1.0,,,1.0,0.0
RAD54B,1.0,,,0.0,1.0
TMEM123,1.0,,,1.0,0.0
TMEM230,1.0,,,0.0,1.0
ZNF302,1.0,,,0.0,1.0
ZNF627,1.0,,,0.0,1.0
ZNF136,1.0,,,0.0,1.0
RDX,1.0,,,1.0,0.0
TMEM9,1.0,,,0.0,1.0
TEX2,1.0,,,0.0,1.0
ZNF76,1.0,,,1.0,0.0
RDM1,1.0,,,0.0,1.0
ZNF747,1.0,,,0.0,1.0
RDH13,1.0,,,0.0,1.0
TEX22,1.0,,,0.0,1.0
TEX28,1.0,,,1.0,0.0
RD3,1.0,,,1.0,0.0
